Date Time,p (mbar),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),SWDR (W/m?,PAR (µmol/m?s),Tlog (degC),T (degC)
28.02.2021 09:10:00,1010.71,-0.31,100,5.97,5.97,0,3.68,5.91,1287.57,1.03,1.77,188.8,176.46,346.45,11.26,-0.31
28.02.2021 09:20:00,1010.76,-0.22,100,6.01,6.01,0,3.71,5.95,1287.21,0.84,1.37,155.1,180.37,357.05,11.53,-0.22
28.02.2021 09:30:00,1010.77,0.08,100,6.14,6.14,0,3.79,6.08,1285.74,0.6,1.05,137.2,226.27,438.34,11.83,0.08
28.02.2021 09:40:00,1010.71,0.36,100,6.27,6.27,0,3.87,6.2,1284.28,0.64,1.46,130.4,207.08,408.73,12.17,0.36
28.02.2021 09:50:00,1010.68,0.34,100,6.26,6.26,0,3.86,6.19,1284.35,0.82,1.54,139.7,215.86,425.54,12.53,0.34
28.02.2021 10:00:00,1010.7,0.64,100,6.4,6.4,0,3.95,6.33,1282.91,0.54,1.15,132.8,235.11,460.33,12.88,0.64
28.02.2021 10:10:00,1010.69,1.12,100,6.62,6.62,0,4.09,6.55,1280.56,1.01,1.87,153.3,336.44,628.96,13.22,1.12
28.02.2021 10:20:00,1010.63,1.51,100,6.81,6.81,0,4.2,6.74,1278.56,0.87,1.51,195.5,352.32,652.58,13.64,1.51
28.02.2021 10:30:00,1010.63,2.19,100,7.16,7.16,0,4.42,7.08,1275.23,0.91,1.49,167.2,429.53,785.37,14.14,2.19
28.02.2021 10:40:00,1010.59,3,100,7.58,7.58,0,4.68,7.5,1271.24,0.73,1.25,148.6,441.61,816.25,14.72,3
28.02.2021 10:50:00,1010.52,3.56,98.3,8.02,7.89,0.14,4.87,7.81,1267.31,0.85,1.62,148.9,455.98,845.99,15.37,3.8
28.02.2021 11:00:00,1010.4,3.11,91.1,8.39,7.64,0.75,4.72,7.56,1264.4,0.87,1.56,144.1,468.56,870.27,16.03,4.43
28.02.2021 11:10:00,1010.38,2.54,83.9,8.74,7.34,1.41,4.53,7.26,1261.83,1.39,2.16,150.2,481.78,891.43,16.68,5.03
28.02.2021 11:20:00,1010.35,1.91,78.7,8.91,7.01,1.9,4.33,6.94,1260.71,1.58,2.62,117.9,493.84,910.53,17.28,5.3
28.02.2021 11:30:00,1010.27,1.57,76.14,8.99,6.84,2.14,4.22,6.77,1260.14,1.37,2.21,124.9,505.44,931.29,17.79,5.42
28.02.2021 11:40:00,1010.16,1.51,72.22,9.44,6.82,2.62,4.21,6.75,1256.86,1.3,2.08,164.3,513.34,944.4,18.24,6.12
28.02.2021 11:50:00,1010.12,1.51,70.5,9.67,6.82,2.85,4.21,6.75,1255.23,1.33,2.28,139.7,520.92,957.68,18.65,6.47
28.02.2021 12:00:00,1010.09,1.42,70.24,9.64,6.77,2.87,4.18,6.7,1255.4,1.38,2.24,114,524.37,963.58,19.03,6.43
28.02.2021 12:10:00,1010.04,1.36,69.68,9.68,6.74,2.93,4.16,6.68,1255.11,0.87,2.56,92.2,527.32,971.34,19.36,6.48
28.02.2021 12:20:00,1009.91,1.67,67.63,10.19,6.89,3.3,4.26,6.82,1251.52,0.93,2.08,103.8,527.34,977.27,19.62,7.23
28.02.2021 12:30:00,1009.76,1.89,66.49,10.53,7,3.53,4.33,6.94,1249.11,1.15,2.62,178.1,528.76,980.4,19.87,7.72
28.02.2021 12:40:00,1009.77,1.62,65.65,10.46,6.87,3.59,4.24,6.8,1249.63,1.85,3.47,159.7,527.01,977.41,20.16,7.62
28.02.2021 12:50:00,1009.79,1.61,67.43,10.18,6.86,3.32,4.24,6.8,1251.44,2.16,3.92,85.2,523.83,973.17,20.42,7.22
28.02.2021 13:00:00,1009.67,2.04,68.95,10.26,7.08,3.19,4.37,7.01,1250.67,2.31,3.85,82.8,518.53,965.58,20.54,7.34
28.02.2021 13:10:00,1009.57,2.23,69.56,10.32,7.18,3.14,4.43,7.11,1250.15,2.9,4.82,64.23,512.49,955.13,20.58,7.42
28.02.2021 13:20:00,1009.53,2.38,70.2,10.33,7.26,3.08,4.48,7.19,1249.96,3.68,5.94,53.65,508.26,949.47,20.53,7.44
28.02.2021 13:30:00,1009.47,2.54,71.42,10.27,7.34,2.94,4.53,7.27,1250.24,3.49,5.26,59.42,500.11,933.32,20.37,7.35
28.02.2021 13:40:00,1009.36,2.61,70.39,10.47,7.37,3.1,4.56,7.3,1248.82,3.35,5.52,48.33,490.14,918.1,20.18,7.64
28.02.2021 13:50:00,1009.3,2.44,68.79,10.59,7.28,3.3,4.5,7.22,1248.08,3.18,4.51,53.32,476.86,893.46,20.1,7.8
28.02.2021 14:00:00,1009.26,2.58,69.07,10.65,7.36,3.3,4.55,7.29,1247.59,2.78,4.85,52.03,464.68,874.64,20.08,7.89
28.02.2021 14:10:00,1009.14,2.61,69.28,10.64,7.37,3.27,4.56,7.31,1247.5,3.06,5.02,63.98,451.65,851.24,20.12,7.87
28.02.2021 14:20:00,1009.06,2.58,68.61,10.72,7.36,3.37,4.55,7.29,1246.93,2.77,4,49.12,436.34,824.2,20.19,7.98
28.02.2021 14:30:00,1008.97,2.55,68.02,10.79,7.34,3.45,4.54,7.27,1246.42,2.63,4.26,47.95,419.09,792.05,20.3,8.07
28.02.2021 14:40:00,1008.83,2.57,68.18,10.78,7.35,3.43,4.55,7.29,1246.29,3.19,4.51,56.98,405.88,766.83,20.43,8.06
28.02.2021 14:50:00,1008.76,2.63,68.09,10.84,7.38,3.46,4.56,7.32,1245.83,3.33,4.24,52,390.13,735.92,20.51,8.14
28.02.2021 15:00:00,1008.67,2.48,65.98,11.07,7.31,3.77,4.52,7.24,1244.39,2.89,4.22,52.45,369.46,695.11,20.53,8.45
28.02.2021 15:10:00,1008.58,2.49,65.85,11.1,7.31,3.79,4.52,7.25,1244.09,2.27,3.32,39.55,351.12,662.15,20.55,8.49
28.02.2021 15:20:00,1008.47,2.38,64.14,11.31,7.25,4.05,4.49,7.19,1242.79,1.79,3.15,49.55,328.27,619.78,20.6,8.76
28.02.2021 15:30:00,1008.39,2.29,63.44,11.36,7.21,4.15,4.46,7.15,1242.41,2.03,3.12,36.1,308.91,581.21,20.69,8.83
28.02.2021 15:40:00,1008.31,2.29,62.27,11.57,7.21,4.37,4.46,7.15,1241.12,1.55,3.17,52.19,287.67,542.84,20.77,9.1
28.02.2021 15:50:00,1008.2,2.4,63.68,11.41,7.26,4.14,4.49,7.21,1241.88,2.29,3.65,53.68,265.82,498.16,20.77,8.89
28.02.2021 16:00:00,1008.1,2.64,66.6,11.09,7.39,3.71,4.57,7.33,1243.51,2.33,3.52,42.75,244.7,455.08,20.73,8.48
28.02.2021 16:10:00,1007.98,2.74,67.61,11,7.44,3.56,4.6,7.38,1243.87,1.81,2.76,34.22,221.25,410.06,20.66,8.36
28.02.2021 16:20:00,1007.86,2.7,67.11,11.06,7.42,3.64,4.59,7.36,1243.42,1.8,2.96,34.4,197.03,363.26,20.59,8.43
28.02.2021 16:30:00,1007.77,2.87,68.22,11.01,7.51,3.5,4.65,7.45,1243.53,1.86,3.05,40.51,169.5,308.49,20.51,8.37
28.02.2021 16:40:00,1007.74,3.44,71.68,10.91,7.82,3.09,4.84,7.76,1243.97,2.5,3.75,34.55,138.78,259.63,20.42,8.23
28.02.2021 16:50:00,1007.72,3.72,74.43,10.72,7.98,2.74,4.94,7.92,1245.02,2.15,3.33,19.53,123.32,211.97,20.28,7.97
28.02.2021 17:00:00,1007.73,3.66,74.87,10.61,7.94,2.67,4.92,7.88,1245.71,2.95,4.09,29.09,100.65,170.53,20.07,7.82
28.02.2021 17:10:00,1007.76,3.6,75.76,10.44,7.91,2.53,4.9,7.85,1246.79,2.55,3.87,14.69,77.51,127.3,19.88,7.59
28.02.2021 17:20:00,1007.78,3.62,76.92,10.3,7.92,2.38,4.9,7.86,1247.72,2.05,3.65,16.39,56.51,90.53,19.61,7.38
28.02.2021 17:30:00,1007.85,3.61,77.82,10.18,7.92,2.26,4.9,7.86,1248.57,1.81,2.52,18.48,31.58,58.63,19.32,7.21
28.02.2021 17:40:00,1007.91,3.54,78.37,10.05,7.88,2.17,4.87,7.81,1249.47,1.8,2.57,13.42,10.93,34.89,18.99,7.03
28.02.2021 17:50:00,1007.93,3.42,78.28,9.98,7.81,2.17,4.83,7.75,1250,1.52,2.21,9.28,5.32,20.29,18.6,6.93
28.02.2021 18:00:00,1007.93,3.42,78.69,9.92,7.81,2.11,4.83,7.75,1250.36,1.79,2.91,0.57,0.93,9.33,18.18,6.85
28.02.2021 18:10:00,1007.95,3.4,79.06,9.86,7.8,2.07,4.83,7.74,1250.77,1.61,2.21,359,0,3.1,17.75,6.76
28.02.2021 18:20:00,1007.97,3.34,79.48,9.77,7.76,2,4.8,7.7,1251.44,1.59,2.16,0.33,0,0,17.32,6.62
28.02.2021 18:30:00,1007.98,3.25,79.69,9.68,7.72,1.97,4.78,7.66,1252.03,1.33,1.78,12.39,0,0,16.92,6.49
28.02.2021 18:40:00,1008.06,3.23,79.98,9.64,7.71,1.93,4.77,7.64,1252.47,1.65,2.1,16.4,0,0,16.56,6.42
28.02.2021 18:50:00,1008.1,3.25,80.6,9.58,7.72,1.86,4.78,7.66,1252.9,1.62,2.06,13.51,0,0,16.22,6.33
28.02.2021 19:00:00,1008.12,3.15,81.9,9.36,7.66,1.69,4.74,7.6,1254.45,0.68,1.15,296,0,0,15.92,6
28.02.2021 19:10:00,1008.16,3.02,84.9,8.94,7.59,1.35,4.7,7.53,1257.49,1.05,1.69,228.5,0,0,15.69,5.35
28.02.2021 19:20:00,1008.07,3.11,85.9,8.89,7.64,1.25,4.73,7.58,1257.71,0.44,0.98,294.4,0,0,15.49,5.27
28.02.2021 19:30:00,1008.01,3,86.1,8.81,7.58,1.22,4.69,7.52,1258.3,0.45,0.84,220.2,0,0,15.3,5.13
28.02.2021 19:40:00,1008.03,3.06,87.5,8.7,7.61,1.09,4.71,7.55,1259.1,0.51,0.92,309.4,0,0,15.13,4.95
28.02.2021 19:50:00,1008.02,3.03,87.7,8.67,7.6,1.07,4.7,7.54,1259.34,0.76,1.2,24.33,0,0,14.96,4.9
28.02.2021 20:00:00,1007.99,2.89,90,8.36,7.52,0.84,4.65,7.46,1261.68,0.64,1.08,69.68,0,0,14.78,4.38
28.02.2021 20:10:00,1008.01,2.8,91.3,8.18,7.47,0.71,4.62,7.41,1263.08,0.55,0.79,74.4,0,0,14.59,4.08
28.02.2021 20:20:00,1008.04,2.74,92.2,8.07,7.44,0.63,4.61,7.38,1264.01,0.28,0.67,158.2,0,0,14.4,3.89
28.02.2021 20:30:00,1008.09,2.78,93.3,8,7.46,0.54,4.62,7.4,1264.69,0.61,1.23,12.38,0,0,14.21,3.75
28.02.2021 20:40:00,1008.15,2.84,92.5,8.1,7.5,0.61,4.64,7.44,1263.88,1.24,1.66,6.61,0,0,14.04,3.94
28.02.2021 20:50:00,1008.27,2.8,92.8,8.05,7.47,0.58,4.62,7.41,1264.45,1.35,2.95,32.88,0,0,13.88,3.85
28.02.2021 21:00:00,1008.31,3.01,95.3,7.96,7.59,0.37,4.69,7.52,1265.19,2.66,3.43,9.72,0,0,13.71,3.69
28.02.2021 21:10:00,1008.36,3.13,97.9,7.81,7.65,0.16,4.73,7.59,1266.44,2.98,4.13,6.94,0,0,13.52,3.43
28.02.2021 21:20:00,1008.42,3.24,99.9,7.72,7.71,0.01,4.77,7.65,1267.26,2.88,3.85,12.06,0,0,13.29,3.26
28.02.2021 21:30:00,1008.53,3.29,100,7.74,7.74,0,4.79,7.67,1267.24,2.16,2.95,19.77,0,0,13.04,3.29
28.02.2021 21:40:00,1008.54,3.4,100,7.8,7.8,0,4.82,7.73,1266.73,2.03,3.04,23.82,0,0,12.85,3.4
28.02.2021 21:50:00,1008.65,3.51,100,7.86,7.86,0,4.86,7.79,1266.33,2.25,3.07,30.6,0,0,12.75,3.51
28.02.2021 22:00:00,1008.68,3.54,100,7.87,7.87,0,4.87,7.81,1266.23,1.92,3.19,33.24,0,0,12.7,3.54
28.02.2021 22:10:00,1008.64,3.57,100,7.89,7.89,0,4.88,7.83,1266,1.75,2.3,48.09,0,0,12.68,3.57
28.02.2021 22:20:00,1008.64,3.56,100,7.89,7.89,0,4.88,7.82,1266.08,2.21,3.08,40.31,0,0,12.71,3.56
28.02.2021 22:30:00,1008.67,3.55,100,7.88,7.88,0,4.88,7.82,1266.13,1.93,3.1,47.51,0,0,12.73,3.55
28.02.2021 22:40:00,1008.71,3.49,100,7.85,7.85,0,4.85,7.78,1266.51,2.78,3.48,39.94,0,0,12.76,3.49
28.02.2021 22:50:00,1008.75,3.38,100,7.79,7.79,0,4.82,7.72,1267.08,2.19,2.9,48.12,0,0,12.76,3.38
28.02.2021 23:00:00,1008.73,3.26,100,7.72,7.72,0,4.77,7.65,1267.64,1.97,2.56,63.59,0,0,12.72,3.26
28.02.2021 23:10:00,1008.73,3.21,100,7.7,7.7,0,4.76,7.63,1267.87,1.89,3.07,49.12,0,0,12.7,3.21
28.02.2021 23:20:00,1008.68,3.18,100,7.68,7.68,0,4.75,7.61,1267.94,1.67,2.85,42.53,0,0,12.69,3.18
28.02.2021 23:30:00,1008.7,3.18,100,7.68,7.68,0,4.75,7.61,1267.96,1.41,2.86,52.46,0.02,0,12.69,3.18
28.02.2021 23:40:00,1008.63,3.13,100,7.65,7.65,0,4.73,7.59,1268.12,2.16,3.2,46.85,0,0,12.72,3.13
28.02.2021 23:50:00,1008.59,3.07,100,7.62,7.62,0,4.71,7.55,1268.38,1.86,2.52,65.64,0,0,12.73,3.07
01.03.2021 00:00:00,1008.54,3.06,100,7.62,7.62,0,4.71,7.55,1268.34,1.29,2.07,64.96,0,0,12.72,3.06
01.03.2021 00:10:00,1008.46,3.06,100,7.61,7.61,0,4.71,7.55,1268.24,1.3,2.33,67.47,0,0,12.72,3.06
01.03.2021 00:20:00,1008.51,3.06,100,7.61,7.61,0,4.71,7.55,1268.32,1.41,2.34,55.13,0,0,12.74,3.06
01.03.2021 00:30:00,1008.55,3.03,100,7.6,7.6,0,4.7,7.53,1268.53,1.27,2.27,100.5,0,0,12.77,3.03
01.03.2021 00:40:00,1008.48,3.01,100,7.59,7.59,0,4.69,7.52,1268.52,1.06,1.53,147.8,0,0,12.82,3.01
01.03.2021 00:50:00,1008.47,2.99,100,7.58,7.58,0,4.69,7.51,1268.6,1.26,2.18,77.57,0,0,12.92,2.99
01.03.2021 01:00:00,1008.53,2.84,100,7.5,7.5,0,4.64,7.43,1269.39,1.85,3.02,77.82,0.01,0,13,2.84
01.03.2021 01:10:00,1008.54,2.71,100,7.43,7.43,0,4.59,7.36,1270.06,2.02,3.07,59.13,0.06,0,13.01,2.71
01.03.2021 01:20:00,1008.51,2.66,100,7.4,7.4,0,4.58,7.34,1270.26,1.28,1.8,52.39,0,0,12.96,2.66
01.03.2021 01:30:00,1008.52,2.63,100,7.38,7.38,0,4.57,7.32,1270.42,1.12,1.92,84.6,0.03,0,12.9,2.63
01.03.2021 01:40:00,1008.53,2.6,100,7.37,7.37,0,4.56,7.31,1270.58,1.39,1.92,97.4,0.02,0,12.88,2.6
01.03.2021 01:50:00,1008.54,2.52,100,7.33,7.33,0,4.53,7.27,1270.96,1.13,1.86,87.5,0,0,12.9,2.52
01.03.2021 02:00:00,1008.54,2.44,100,7.29,7.29,0,4.51,7.22,1271.36,1.44,2.18,78.34,0,0,12.92,2.44
01.03.2021 02:10:00,1008.53,2.39,100,7.26,7.26,0,4.49,7.2,1271.6,1.3,1.96,71.9,0,0,12.93,2.39
01.03.2021 02:20:00,1008.48,2.34,100,7.23,7.23,0,4.47,7.17,1271.8,1.91,2.87,70.28,0.02,0,12.91,2.34
01.03.2021 02:30:00,1008.41,2.14,100,7.13,7.13,0,4.41,7.07,1272.69,2.05,2.99,70.22,0.01,0,12.87,2.14
01.03.2021 02:40:00,1008.42,2.03,100,7.08,7.08,0,4.38,7.02,1273.2,1.98,2.72,67.55,0,0,12.77,2.03
01.03.2021 02:50:00,1008.49,2.03,100,7.07,7.07,0,4.37,7.01,1273.3,1.71,2.56,70.04,0,0,12.64,2.03
01.03.2021 03:00:00,1008.34,1.98,100,7.05,7.05,0,4.36,6.99,1273.34,1.18,2.01,74.36,0,0,12.53,1.98
01.03.2021 03:10:00,1008.24,1.96,100,7.04,7.04,0,4.35,6.98,1273.31,1.12,1.59,76.57,0,0,12.45,1.96
01.03.2021 03:20:00,1008.21,2.01,100,7.06,7.06,0,4.37,7.01,1273.04,0.99,1.49,81.8,0,0,12.4,2.01
01.03.2021 03:30:00,1008.17,1.95,100,7.03,7.03,0,4.35,6.98,1273.27,1.28,2.14,74.32,0,0,12.39,1.95
01.03.2021 03:40:00,1008.1,1.95,100,7.03,7.03,0,4.35,6.98,1273.21,1.25,2.25,68.71,0,0,12.38,1.95
01.03.2021 03:50:00,1008.22,1.96,100,7.04,7.04,0,4.35,6.98,1273.32,1.7,2.4,60.96,0,0,12.36,1.96
01.03.2021 04:00:00,1008.24,1.97,100,7.04,7.04,0,4.36,6.98,1273.3,1.54,2.5,78.16,0,0,12.32,1.97
01.03.2021 04:10:00,1008.12,1.87,100,6.99,6.99,0,4.33,6.94,1273.61,2.08,2.71,88.2,0,0,12.27,1.87
01.03.2021 04:20:00,1008.03,1.87,100,6.99,6.99,0,4.33,6.94,1273.49,0.57,1.3,59.36,0,0,12.22,1.87
01.03.2021 04:30:00,1008,1.93,100,7.02,7.02,0,4.34,6.97,1273.18,0.5,0.92,18.17,0,0,12.2,1.93
01.03.2021 04:40:00,1008,1.9,100,7.01,7.01,0,4.34,6.95,1273.31,1.26,1.8,30.93,0,0,12.23,1.9
01.03.2021 04:50:00,1008.01,1.86,100,6.99,6.99,0,4.32,6.93,1273.54,1.63,2.19,37.42,0,0,12.26,1.86
01.03.2021 05:00:00,1008,1.84,100,6.98,6.98,0,4.32,6.92,1273.6,1.38,1.82,37.31,0,0,12.25,1.84
01.03.2021 05:10:00,1008.06,1.86,100,6.99,6.99,0,4.32,6.93,1273.59,1.86,2.59,36.72,0,0,12.22,1.86
01.03.2021 05:20:00,1008.04,1.78,100,6.95,6.95,0,4.3,6.89,1273.93,1.52,2.32,28.64,0,0,12.15,1.78
01.03.2021 05:30:00,1008.07,1.8,100,6.96,6.96,0,4.3,6.9,1273.9,1.51,2.01,44.24,0,0,12.08,1.8
01.03.2021 05:40:00,1008.03,1.85,100,6.98,6.98,0,4.32,6.93,1273.59,1.15,1.72,37.7,0,0,12.01,1.85
01.03.2021 05:50:00,1008.06,1.82,100,6.97,6.97,0,4.31,6.91,1273.8,1.51,2.02,34.7,0,0,11.97,1.82
01.03.2021 06:00:00,1008.12,1.86,100,6.99,6.99,0,4.32,6.93,1273.67,1.6,2.31,43.46,0,0,11.95,1.86
01.03.2021 06:10:00,1008.15,1.89,100,7,7,0,4.33,6.95,1273.56,1.3,1.94,47.62,0,0,11.93,1.89
01.03.2021 06:20:00,1008.16,1.88,100,7,7,0,4.33,6.94,1273.6,1.32,1.95,49.87,0,0,11.91,1.88
01.03.2021 06:30:00,1008.2,1.83,100,6.97,6.97,0,4.31,6.92,1273.91,1.49,2.38,51.01,0,0,11.91,1.83
01.03.2021 06:40:00,1008.22,1.81,100,6.96,6.96,0,4.31,6.91,1274.03,1.56,2.68,48.3,0,0,11.9,1.81
01.03.2021 06:50:00,1008.29,1.74,100,6.93,6.93,0,4.29,6.87,1274.45,2.14,2.93,40.14,0.13,0,11.87,1.74
01.03.2021 07:00:00,1008.34,1.75,100,6.93,6.93,0,4.29,6.87,1274.48,1.35,2.33,53.15,0.64,1.68,11.82,1.75
01.03.2021 07:10:00,1008.4,1.73,100,6.92,6.92,0,4.28,6.87,1274.63,1.33,2,75.57,1.48,3.69,11.79,1.73
01.03.2021 07:20:00,1008.51,1.66,100,6.89,6.89,0,4.26,6.83,1275.13,1.75,2.46,107.5,3.02,7.13,11.78,1.66
01.03.2021 07:30:00,1008.63,1.58,100,6.85,6.85,0,4.23,6.79,1275.67,1.86,2.74,104.8,5.13,11.7,11.82,1.58
01.03.2021 07:40:00,1008.67,1.52,100,6.82,6.82,0,4.21,6.76,1276.03,1.97,2.64,107.6,7.67,16.86,11.91,1.52
01.03.2021 07:50:00,1008.72,1.5,100,6.81,6.81,0,4.21,6.75,1276.17,1.62,2.62,103.7,10.63,22.96,12.01,1.5
01.03.2021 08:00:00,1008.72,1.45,100,6.78,6.78,0,4.19,6.72,1276.44,1.69,2.49,80.3,15.24,32.53,12.13,1.45
01.03.2021 08:10:00,1008.71,1.45,100,6.78,6.78,0,4.19,6.72,1276.43,1.53,2.56,87.9,20.28,43.21,12.2,1.45
01.03.2021 08:20:00,1008.74,1.5,100,6.81,6.81,0,4.21,6.75,1276.22,1.48,2.16,80.6,24.37,51.8,12.2,1.5
01.03.2021 08:30:00,1008.79,1.5,100,6.81,6.81,0,4.21,6.75,1276.25,1.36,1.84,78.26,29.08,61.97,12.18,1.5
01.03.2021 08:40:00,1008.86,1.58,100,6.85,6.85,0,4.23,6.79,1275.97,0.82,1.45,70.76,33.34,70.81,12.16,1.58
01.03.2021 08:50:00,1008.99,1.78,100,6.95,6.95,0,4.29,6.89,1275.16,0.69,1.44,62.97,34.77,74.46,12.16,1.78
01.03.2021 09:00:00,1008.98,1.92,100,7.02,7.02,0,4.34,6.96,1274.46,0.7,1.71,276.3,39.17,83.85,12.22,1.92
01.03.2021 09:10:00,1009.09,1.87,100,6.99,6.99,0,4.32,6.93,1274.83,0.61,1.05,266.1,41.74,89.85,12.33,1.87
01.03.2021 09:20:00,1009.07,1.83,100,6.97,6.97,0,4.31,6.91,1275.03,0.64,1.04,230.4,45.17,97.22,12.47,1.83
01.03.2021 09:30:00,1009.01,1.87,100,6.99,6.99,0,4.32,6.93,1274.73,0.75,1.27,250.1,49.08,105.48,12.63,1.87
01.03.2021 09:40:00,1008.98,1.85,100,6.98,6.98,0,4.31,6.92,1274.82,0.77,1.4,268.3,54.76,116.69,12.79,1.85
01.03.2021 09:50:00,1009.03,2.02,100,7.07,7.07,0,4.37,7.01,1274.01,0.69,1.3,203.2,59.18,126.74,12.96,2.02
01.03.2021 10:00:00,1009.06,2.19,100,7.15,7.15,0,4.42,7.09,1273.26,0.69,1.52,175,64.1,136.36,13.12,2.19
01.03.2021 10:10:00,1009.18,2.52,99.7,7.35,7.33,0.02,4.53,7.26,1271.6,0.5,1.16,142.3,68.19,144.6,13.29,2.56
01.03.2021 10:20:00,1009.2,2.43,99.4,7.32,7.28,0.04,4.5,7.21,1271.84,1.35,2.14,146.8,76.34,160.89,13.47,2.52
01.03.2021 10:30:00,1009.22,2.38,99.9,7.26,7.25,0.01,4.48,7.18,1272.47,1.77,2.68,187.1,81.97,171.48,13.64,2.39
01.03.2021 10:40:00,1009.21,2.35,99.8,7.25,7.24,0.01,4.47,7.17,1272.5,1.68,2.62,183.5,88.6,184.52,13.78,2.38
01.03.2021 10:50:00,1009.16,2.42,99.6,7.31,7.28,0.03,4.5,7.21,1271.97,1.5,2.11,184,102.08,210.46,13.91,2.48
01.03.2021 11:00:00,1009.08,2.46,98.5,7.4,7.29,0.11,4.51,7.23,1271,1.22,1.87,130,117.63,240.83,14.04,2.67
01.03.2021 11:10:00,1008.96,2.4,98.9,7.35,7.27,0.08,4.49,7.2,1271.36,1.54,2.65,185,142.3,289.6,14.18,2.56
01.03.2021 11:20:00,1008.94,2.48,98.1,7.45,7.31,0.14,4.52,7.24,1270.43,2.18,3.36,185,143.63,291.59,14.33,2.75
01.03.2021 11:30:00,1009.02,2.54,97.8,7.5,7.34,0.17,4.54,7.27,1270.03,1.04,2.59,179.5,129.48,265.4,14.46,2.86
01.03.2021 11:40:00,1008.95,2.62,97.5,7.57,7.38,0.19,4.56,7.31,1269.38,1.45,2.47,193.1,132.07,271.26,14.58,2.97
01.03.2021 11:50:00,1008.95,2.72,97.9,7.59,7.43,0.16,4.59,7.36,1269.17,1.2,1.99,144.6,137.81,282.22,14.74,3.02
01.03.2021 12:00:00,1008.9,2.76,97.1,7.67,7.45,0.22,4.61,7.38,1268.39,1.23,2.27,197.4,139.44,286,14.92,3.17
01.03.2021 12:10:00,1008.93,2.83,97.5,7.68,7.49,0.19,4.63,7.42,1268.34,1.4,2.43,115.8,141.23,289.64,15.12,3.18
01.03.2021 12:20:00,1008.94,2.83,96.9,7.73,7.49,0.24,4.63,7.42,1267.93,1.57,2.71,97.9,138.68,284.47,15.3,3.28
01.03.2021 12:30:00,1008.92,2.74,97.6,7.63,7.44,0.18,4.6,7.38,1268.81,1.6,2.24,77.33,152.89,311.8,15.44,3.08
01.03.2021 12:40:00,1008.85,2.81,97,7.71,7.48,0.23,4.62,7.41,1267.98,1.15,2.01,69.55,166.14,336.66,15.49,3.24
01.03.2021 12:50:00,1008.77,2.92,95.3,7.91,7.54,0.37,4.66,7.47,1266.19,0.68,1.33,146.7,165.3,336.17,15.5,3.6
01.03.2021 13:00:00,1008.66,2.98,93.5,8.1,7.57,0.53,4.68,7.51,1264.55,0.77,1.9,85.2,177.39,359.7,15.58,3.93
01.03.2021 13:10:00,1008.6,2.99,94.3,8.03,7.58,0.46,4.69,7.51,1264.98,0.92,1.45,46.79,183.34,369.23,15.71,3.82
01.03.2021 13:20:00,1008.47,2.94,93.7,8.06,7.55,0.51,4.67,7.49,1264.64,0.69,1.2,105,193.27,388.05,15.85,3.86
01.03.2021 13:30:00,1008.36,3.05,93.1,8.17,7.61,0.56,4.71,7.54,1263.56,1.16,2.36,28.48,200.87,403.19,15.98,4.06
01.03.2021 13:40:00,1008.29,3,93.4,8.12,7.58,0.54,4.69,7.52,1263.93,1.5,2.37,30.86,193.99,387.88,16.12,3.96
01.03.2021 13:50:00,1008.22,3.07,93.5,8.15,7.62,0.53,4.71,7.56,1263.56,1.23,2.18,20.27,192.66,385.27,16.18,4.02
01.03.2021 14:00:00,1008.1,3.12,92.6,8.25,7.64,0.61,4.73,7.58,1262.56,1.69,2.9,43.97,197.23,392.57,16.21,4.2
01.03.2021 14:10:00,1008.01,3.13,92.5,8.27,7.65,0.62,4.74,7.59,1262.3,1.1,2.08,41.37,196.52,391.43,16.23,4.24
01.03.2021 14:20:00,1007.93,3.2,91.9,8.37,7.69,0.68,4.76,7.63,1261.44,1.49,1.92,42.33,180.28,360.31,16.28,4.4
01.03.2021 14:30:00,1007.83,3.26,91.6,8.43,7.72,0.71,4.78,7.66,1260.8,1.12,2.05,107.8,213.46,424.36,16.33,4.51
01.03.2021 14:40:00,1007.79,3.38,89.8,8.67,7.79,0.88,4.82,7.73,1258.9,0.81,1.43,143.3,232.74,459.49,16.4,4.91
01.03.2021 14:50:00,1007.76,3.31,88.9,8.72,7.75,0.97,4.8,7.69,1258.55,1.62,2.94,58.24,211.07,420.05,16.56,4.98
01.03.2021 15:00:00,1007.68,3.25,90.8,8.5,7.72,0.78,4.78,7.66,1260.09,1.89,2.81,51.08,181.39,359.81,16.73,4.62
01.03.2021 15:10:00,1007.61,3.27,90.6,8.53,7.73,0.8,4.78,7.67,1259.78,1.52,2.53,65.4,235.9,458.52,16.79,4.67
01.03.2021 15:20:00,1007.61,3.5,90,8.73,7.85,0.87,4.86,7.79,1258.26,1.63,2.77,69.53,267.66,512.14,16.8,4.99
01.03.2021 15:30:00,1007.65,3.54,89.7,8.78,7.88,0.9,4.88,7.82,1257.88,2.12,3.48,52.91,194.72,379.11,16.86,5.09
01.03.2021 15:40:00,1007.61,3.54,90.7,8.68,7.88,0.81,4.88,7.82,1258.56,2.36,3.39,54.24,152.43,298.44,16.9,4.93
